;pt1	pt2	distance	type
113	112	163.334349342403670	Q20220830092903
113	114	163.334349342403670	Q20220830092903
114	113	163.334349342403670	Q20220830092903
114	115	163.334349342438320	Q20220830092903
115	114	163.334349342438320	Q20220830092903
115	116	188.590368455439370	Q20220830092903
116	115	188.590368455439370	Q20220830092903
116	117	163.334349342138070	Q20220830093020
116	969	163.334349342352000	Q20260516121621
117	116	163.334349342138070	Q20220830093020
117	118	163.334349342138070	Q20220830093020
118	117	163.334349342138070	Q20220830093020
118	119	163.334349342398100	Q20220830093020
119	118	163.334349342398100	Q20220830093020
119	120	163.334349342138070	Q20220830093020
120	119	163.334349342138070	Q20220830093020
120	121	163.334349342398100	Q20220830093020
121	120	163.334349342398100	Q20220830093020
121	122	163.334349342138070	Q20220830093020
122	121	163.334349342138070	Q20220830093020
122	123	163.334349342342220	Q20220830093020
123	122	163.334349342342220	Q20220830093020
123	124	163.334349342138070	Q20220830093020
124	123	163.334349342138070	Q20220830093020
124	125	290.486370224681080	Q20220830093020
125	124	290.486370224681080	Q20220830093020
125	126	163.334349342182780	Q20220830093020
126	125	163.334349342182780	Q20220830093020
126	127	163.334349342182780	Q20220830093020
127	126	163.334349342182780	Q20220830093020
127	128	163.334349342370130	Q20220830093020
128	127	163.334349342370130	Q20220830093020
128	129	163.334349342182780	Q20220830093020
129	128	163.334349342182780	Q20220830093020
129	130	163.334349342313120	Q20220830093020
130	129	163.334349342313120	Q20220830093020
130	131	228.372696834391010	Q20220830093020
131	130	228.372696834391010	Q20220830093020
131	132	163.334349342211880	Q20220830093020
131	934	193.470757899335550	Q20250816163920
132	131	163.334349342211880	Q20220830093020
132	133	163.334349342211880	Q20220830093020
133	132	163.334349342211880	Q20220830093020
133	134	163.334349342211880	Q20220830093020
134	133	163.334349342211880	Q20220830093020
134	135	163.334349342211880	Q20220830093020
135	134	163.334349342211880	Q20220830093020
135	136	163.334349342211880	Q20220830093020
136	135	163.334349342211880	Q20220830093020
136	137	163.334349342211880	Q20220830093020
137	136	163.334349342211880	Q20220830093020
137	138	163.334349342155410	Q20220830093020
138	137	163.334349342155410	Q20220830093020
138	139	163.334349342155410	Q20220830093020
139	138	163.334349342155410	Q20220830093020
139	140	163.334349342155410	Q20220830093020
140	139	163.334349342155410	Q20220830093020
140	141	163.334349342155410	Q20220830093020
141	140	163.334349342155410	Q20220830093020
141	142	163.334349342155410	Q20220830093020
142	141	163.334349342155410	Q20220830093020
142	143	163.334349342382380	Q20220830093020
143	142	163.334349342382380	Q20220830093020
143	144	163.334349342155410	Q20220830093020
144	143	163.334349342155410	Q20220830093020
144	145	163.334349342325940	Q20220830093020
145	144	163.334349342325940	Q20220830093020
145	146	163.334349342155410	Q20220830093020
146	145	163.334349342155410	Q20220830093020
146	147	163.334349342325940	Q20220830093020
147	146	163.334349342325940	Q20220830093020
147	148	317.464189746461160	Q20220830093020
148	147	317.464189746461160	Q20220830093020
148	149	163.334349342320020	Q20220830093020
148	959	163.334349342431240	Q20251016164540
149	148	163.334349342320020	Q20220830093020
149	150	163.334349342320020	Q20220830093020
150	149	163.334349342320020	Q20220830093020
150	151	163.334349342376560	Q20220830093020
151	150	163.334349342376560	Q20220830093020
151	152	163.334349342376560	Q20220830093020
152	151	163.334349342376560	Q20220830093020
152	153	163.334349342154470	Q20220830093020
153	152	163.334349342154470	Q20220830093020
153	154	163.334349342376560	Q20220830093020
154	153	163.334349342376560	Q20220830093020
154	155	163.334349342154470	Q20220830093020
155	154	163.334349342154470	Q20220830093020
155	156	163.334349342376560	Q20220830093020
156	155	163.334349342376560	Q20220830093020
156	157	163.334349342211000	Q20220830093020
157	156	163.334349342211000	Q20220830093020
157	158	170.323006024158590	Q20220830093020
158	157	170.323006024158590	Q20220830093020
158	159	163.334349342473470	Q20220830093028
159	158	163.334349342473470	Q20220830093028
159	160	163.334349342500930	Q20220830093028
160	159	163.334349342500930	Q20220830093028
160	161	163.334349342500930	Q20220830093028
161	160	163.334349342500930	Q20220830093028
161	162	163.334349342500930	Q20220830093028
162	161	163.334349342500930	Q20220830093028
162	163	163.334349342500930	Q20220830093028
163	162	163.334349342500930	Q20220830093028
163	164	163.334349342528360	Q20220830093028
164	163	163.334349342528360	Q20220830093028
164	165	163.334349342528360	Q20220830093028
165	164	163.334349342528360	Q20220830093028
165	166	163.334349342528360	Q20220830093028
166	165	163.334349342528360	Q20220830093028
